Mod:Item:MetaData, Localized Name
galacticraftcore:space_glass_strong:1, Вакуумное стекло (прочное)
galacticraftcore:magnetic_table, Магнитный верстак
galacticraftcore:enclosed:14, Герметичный алюминиевый провод
galacticraftcore:enclosed:15, Герметичный толстый алюминиевый провод
galacticraftcore:enclosed:1, Герметичная жидкостная труба
galacticraftcore:enclosed:2, Герметичный медный провод
galacticraftcore:enclosed:3, Герметичный золотой провод
galacticraftcore:enclosed:0, Герметичный высоковольтный провод
galacticraftcore:enclosed:5, Герметичный стекловолоконный провод
galacticraftcore:enclosed:6, Герметичный оловянный провод
galacticraftcore:space_station_base, Основание космической станции
galacticraftcore:parachest, Сундук с парашютом
galacticraftcore:solar:0, Основная солнечная панель
galacticraftcore:solar:4, Улучшенная солнечная панель
galacticraftcore:dishbase, Антенна связи
galacticraftcore:machine:0, Угольный генератор
galacticraftcore:machine:12, Компрессор
galacticraftcore:machine2:0, Электрический компрессор
galacticraftcore:machine2:4, Производитель микросхем
galacticraftcore:machine2:8, Хранилище кислорода
galacticraftcore:machine2:12, Деконструктор
galacticraftcore:machine3:0, Художник
galacticraftcore:machine_tiered:0, Хранилище энергии
galacticraftcore:machine_tiered:4, Электропечь
galacticraftcore:machine_tiered:8, Энергетический массив
galacticraftcore:machine_tiered:12, Электрическая дуговая печь
galacticraftcore:machine4:0, Улучшенный компрессор
galacticraftcore:panel_lighting:0, Светящаяся панель (квадратная)
galacticraftcore:panel_lighting:1, Светящаяся панель (точечная)
galacticraftcore:panel_lighting:2, Светящаяся панель (линейная)
galacticraftcore:panel_lighting:3, Светящаяся панель (тёмная)
galacticraftcore:panel_lighting:4, Светящаяся панель (тёмная)
galacticraftcore:glowstone_torch, Факел из светящегося камня
galacticraftcore:fallen_meteor, Упавший метеорит
galacticraftcore:basic_block_moon:0, Медная руда
galacticraftcore:basic_block_moon:1, Оловянная руда
galacticraftcore:basic_block_moon:2, Сырная руда
galacticraftcore:basic_block_moon:3, Лунный грунт
galacticraftcore:basic_block_moon:4, Лунный камень
galacticraftcore:basic_block_moon:5, Лунный реголит
galacticraftcore:basic_block_moon:6, Сапфировая руда
galacticraftcore:basic_block_moon:14, Кирпич лунной сокровищницы
galacticraftcore:cheese, Блок сыра
galacticraftcore:spin_thruster, Вращающий двигатель
galacticraftcore:view_screen, Экран отображения
galacticraftcore:telemetry, Телеметрический блок
galacticraftcore:arclamp, Дуговая лампа
galacticraftcore:treasure_chest, Сундук с сокровищами
galacticraftcore:fluid_tank, Жидкостный резервуар
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Декоративные оловянные ступеньки
galacticraftcore:tin_stairs_2, Декоративные оловянные ступеньки
galacticraftcore:moon_stairs_stone, Ступеньки из лунного камня
galacticraftcore:moon_stairs_brick, Ступеньки из кирпича лунной сокровищницы
galacticraftcore:wall_gc:0, Декоративная оловянная стена
galacticraftcore:wall_gc:1, Декоративная оловянная стена
galacticraftcore:wall_gc:2, Стена из лунного камня
galacticraftcore:wall_gc:3, Стена из кирпича лунной сокровищницы
galacticraftcore:wall_gc:4, Стена из марсианского булыжника
galacticraftcore:wall_gc:5, Стена из кирпича марсианской сокровищницы
galacticraftcore:slab_gc_half:0, Декоративная оловянная плита
galacticraftcore:slab_gc_half:1, Декоративная оловянная плита
galacticraftcore:slab_gc_half:2, Плита из лунного камня
galacticraftcore:slab_gc_half:3, Плита из кирпича лунной сокровищницы
galacticraftcore:slab_gc_half:4, Плита из марсианского булыжника
galacticraftcore:slab_gc_half:5, Плита из кирпича марсианской сокровищницы
galacticraftcore:slab_gc_half:6, Тёмная декоративная плита
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Скрытый красный провод
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Скрытый повторитель красного камня
galacticraftcore:concealed_detector, Детектор игроков
galacticraftcore:platform, Гидравлическая платформа
galacticraftcore:emergency_box:0, Спасательная станция
galacticraftcore:emergency_box:1, Спасательная станция (с Самоспасателем)
galacticraftcore:grating, Решётка
galacticraftcore:rocket_t1:0, Ракета 1-го уровня
galacticraftcore:rocket_t1:1, Ракета 1-го уровня
galacticraftcore:rocket_t1:2, Ракета 1-го уровня
galacticraftcore:rocket_t1:3, Ракета 1-го уровня
galacticraftcore:rocket_t1:4, Ракета 1-го уровня
galacticraftcore:oxygen_mask, Кислородная маска
galacticraftcore:oxygen_gear, Кислородное оборудование
galacticraftcore:oxygen_tank_light_full, Малый кислородный баллон
galacticraftcore:oxygen_tank_med_full, Средний кислородный баллон
galacticraftcore:oxygen_tank_heavy_full, Большой кислородный баллон
galacticraftcore:infinite_oxygen, Бесконечный кислородный баллон
galacticraftcore:sensor_lens, Сенсорные линзы
galacticraftcore:sensor_glasses, Очки с сенсорами
galacticraftcore:standard_wrench, Обычный гаечный ключ
galacticraftcore:steel_pickaxe, Стальная кирка
galacticraftcore:steel_axe, Стальной топор
galacticraftcore:steel_hoe, Стальная мотыга
galacticraftcore:steel_shovel, Стальная лопата
galacticraftcore:steel_sword, Стальной меч
galacticraftcore:steel_helmet, Стальной шлем
galacticraftcore:steel_chestplate, Стальной нагрудник
galacticraftcore:steel_leggings, Стальные поножи
galacticraftcore:steel_boots, Стальные ботинки
galacticraftcore:canister:0, Оловянная канистра
galacticraftcore:canister:1, Медная канистра
galacticraftcore:air_vent, Вентиляционный клапан
galacticraftcore:air_fan, Вентилятор
galacticraftcore:oxygen_concentrator, Кислородный концентратор
galacticraftcore:engine:0, Ракетный двигатель 1-го уровня
galacticraftcore:engine:1, Ускоритель 1-го уровня
galacticraftcore:heavy_plating, Сверхпрочная пластина
galacticraftcore:nose_cone, Головной обтекатель
galacticraftcore:rocket_fins, Ракетный стабилизатор
galacticraftcore:steel_pole, Стальной шест
galacticraftcore:canvas, Холст
galacticraftcore:oil_canister_partial:1001, Пустая жидкостная канистра
galacticraftcore:oil_canister_partial:1, Полная канистра нефти
galacticraftcore:fuel_canister_partial:1, Полная канистра топлива
galacticraftcore:schematic:0, Схема для верстака NASA
galacticraftcore:schematic:1, Схема для верстака NASA
galacticraftcore:key:0, Ключ от подземелья 1-го уровня
galacticraftcore:buggymat:0, Колесо багги
galacticraftcore:buggymat:1, Сиденье багги
galacticraftcore:buggymat:2, Контейнер багги
galacticraftcore:buggy, Багги
galacticraftcore:basic_item:0, Одиночный солнечный модуль
galacticraftcore:basic_item:1, Целая солнечная панель
galacticraftcore:basic_item:2, Неочищенный кремний
galacticraftcore:basic_item:3, Медный слиток
galacticraftcore:basic_item:4, Оловянный слиток
galacticraftcore:basic_item:5, Алюминиевый слиток
galacticraftcore:basic_item:6, Сжатая медь
galacticraftcore:basic_item:7, Сжатое олово
galacticraftcore:basic_item:8, Сжатый алюминий
galacticraftcore:basic_item:9, Сжатая сталь
galacticraftcore:basic_item:10, Сжатая бронза
galacticraftcore:basic_item:11, Сжатое железо
galacticraftcore:basic_item:12, Синяя солнечная полупроводниковая пластина
galacticraftcore:basic_item:13, Основная полупроводниковая пластина
galacticraftcore:basic_item:14, Улучшенная полупроводниковая пластина
galacticraftcore:basic_item:19, Частотный модуль
galacticraftcore:basic_item:20, Тепловой контроллер
galacticraftcore:food:0, Консервированная еда
galacticraftcore:food:1, Консервированная еда
galacticraftcore:food:2, Консервированная еда
galacticraftcore:food:3, Консервированная еда
galacticraftcore:food:9, Говяжья тушёнка
galacticraftcore:food:4, Ломтик сыра
galacticraftcore:food:5, Булочка для бургера
galacticraftcore:food:6, Говяжий фарш
galacticraftcore:food:7, Говяжья котлета
galacticraftcore:food:8, Чизбургер
galacticraftcore:battery, Аккумулятор
galacticraftcore:infinite_battery, Бесконечный аккумулятор
galacticraftcore:meteor_chunk:0, Бросаемый метеоритный кусок
galacticraftcore:meteor_chunk:1, Бросаемый метеоритный кусок
galacticraftcore:cheese_curd, Сырок
galacticraftcore:meteoric_iron_raw, Необработанное метеоритное железо
galacticraftcore:item_basic_moon:0, Слиток метеоритного железа
galacticraftcore:item_basic_moon:1, Сжатое метеоритное железо
galacticraftcore:item_basic_moon:2, Лунный сапфир
galacticraftcore:flag, Флаг
galacticraftcore:parachute:0, Парашют
galacticraftcore:parachute:1, Чёрный парашют
galacticraftcore:parachute:2, Голубой парашют
galacticraftcore:parachute:3, Лаймовый парашют
galacticraftcore:parachute:4, Коричневый парашют
galacticraftcore:parachute:5, Синий парашют
galacticraftcore:parachute:6, Серый парашют
galacticraftcore:parachute:7, Зелёный парашют
galacticraftcore:parachute:8, Светло-серый парашют
galacticraftcore:parachute:9, Пурпурный парашют
galacticraftcore:parachute:10, Оранжевый парашют
galacticraftcore:parachute:11, Розовый парашют
galacticraftcore:parachute:12, Фиолетовый парашют
galacticraftcore:parachute:13, Красный парашют
galacticraftcore:parachute:14, Бирюзовый парашют
galacticraftcore:parachute:15, Жёлтый парашют
galacticraftcore:prelaunch_checklist, Предполётная подготовка
galacticraftcore:dungeonfinder, Локатор сокровищниц
galacticraftcore:emergency_kit, Космический самоспасатель
galacticraftcore:ic2compat:0, Алюминиевая пыль
galacticraftcore:ic2compat:1, Очищенная измельчённая алюминиевая руда
galacticraftcore:ic2compat:2, Измельчённая алюминиевая руда
galacticraftcore:ic2compat:7, Маленькая кучка титановой пыли
galacticraftplanets:sludge, Мусор
galacticraftplanets:bucket_sludge, Ведро бактериального осадка
galacticraftplanets:treasure_t2, Сундук с сокровищами 2-го уровня
galacticraftplanets:mars:0, Медная руда
galacticraftplanets:mars:1, Оловянная руда
galacticraftplanets:mars:2, Руда деш
galacticraftplanets:mars:3, Железная руда
galacticraftplanets:mars:4, Марсианский булыжник
galacticraftplanets:mars:5, Марсианский мелкодисперсный реголит
galacticraftplanets:mars:6, Марсианский реголит
galacticraftplanets:mars:7, Кирпич марсианской сокровищницы
galacticraftplanets:mars:8, Блок деш
galacticraftplanets:mars:9, Марсианский камень
galacticraftplanets:cavern_vines, Пещерные лианы
galacticraftplanets:slimeling_egg:0, Красное яйцо Слаймлинга
galacticraftplanets:slimeling_egg:1, Синее яйцо Слаймлинга
galacticraftplanets:slimeling_egg:2, Желтое яйцо Слаймлинга
galacticraftplanets:creeper_egg, Яйцо крипера
galacticraftplanets:mars_machine:0, Терраформер
galacticraftplanets:mars_machine:4, Криогенная камера
galacticraftplanets:mars_machine:8, Контроллер запуска
galacticraftplanets:mars_machine_t2:0, Сжижитель газа
galacticraftplanets:mars_machine_t2:4, Синтезатор метана
galacticraftplanets:mars_machine_t2:8, Электролизёр воды
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Ступеньки из марсианского булыжника
galacticraftplanets:mars_stairs_brick, Ступеньки из кирпича марсианской сокровищницы
galacticraftplanets:carbon_fragments, Раздробленный уголь
galacticraftplanets:item_basic_mars:0, Необработанная деш
galacticraftplanets:item_basic_mars:1, Палка из деш
galacticraftplanets:item_basic_mars:2, Слиток деш
galacticraftplanets:item_basic_mars:3, Сверхпрочная пластина
galacticraftplanets:item_basic_mars:4, Сумка слаймлинга
galacticraftplanets:item_basic_mars:5, Сжатая деш
galacticraftplanets:item_basic_mars:6, Жидкостный манипулятор
galacticraftplanets:desh_pick, Кирка из деш
galacticraftplanets:desh_pick_slime, Липкая кирка из деш
galacticraftplanets:desh_axe, Топор из деш
galacticraftplanets:desh_hoe, Мотыга из деш
galacticraftplanets:desh_spade, Лопата из деш
galacticraftplanets:desh_sword, Меч из деш
galacticraftplanets:desh_helmet, Шлем из деш
galacticraftplanets:desh_chestplate, Кираса из деш
galacticraftplanets:desh_leggings, Поножи из деш
galacticraftplanets:desh_boots, Ботинки из деш
galacticraftplanets:rocket_t2:0, Ракета 2-го уровня
galacticraftplanets:rocket_t2:1, Ракета 2-го уровня
galacticraftplanets:rocket_t2:2, Ракета 2-го уровня
galacticraftplanets:rocket_t2:3, Ракета 2-го уровня
galacticraftplanets:rocket_t2:4, Ракета 2-го уровня
galacticraftplanets:rocket_t2:11, Грузовая ракета
galacticraftplanets:rocket_t2:12, Грузовая ракета
galacticraftplanets:rocket_t2:13, Грузовая ракета
galacticraftplanets:rocket_t2:14, Грузовая ракета
galacticraftplanets:key:0, Ключ от подземелья 2-го уровня
galacticraftplanets:schematic:0, Схема для верстака NASA
galacticraftplanets:schematic:1, Схема для верстака NASA
galacticraftplanets:schematic:2, Схема для верстака NASA
galacticraftplanets:asteroids_block:0, Астероидный камень
galacticraftplanets:asteroids_block:1, Астероидный камень
galacticraftplanets:asteroids_block:2, Астероидный камень
galacticraftplanets:asteroids_block:3, Алюминиевая руда
galacticraftplanets:asteroids_block:4, Ильменитовая руда
galacticraftplanets:asteroids_block:5, Железная руда
galacticraftplanets:asteroids_block:6, Тёмный декоративный блок
galacticraftplanets:asteroids_block:7, Титановый блок
galacticraftplanets:walkway:0, Дорожка
galacticraftplanets:walkway:1, Дорожка
galacticraftplanets:walkway:2, Дорожка
galacticraftplanets:beam_reflector, Лучевой отражатель энергии
galacticraftplanets:beam_receiver, Лучевой приёмник энергии
galacticraftplanets:telepad_short, Короткодистанционный телепорт
galacticraftplanets:dense_ice, Плотный лёд
galacticraftplanets:miner_base, Основание астрономического шахтёра
galacticraftplanets:grapple, Крюк
galacticraftplanets:rocket_t3:0, Ракета 3-го уровня
galacticraftplanets:rocket_t3:1, Ракета 3-го уровня
galacticraftplanets:rocket_t3:2, Ракета 3-го уровня
galacticraftplanets:rocket_t3:3, Ракета 3-го уровня
galacticraftplanets:rocket_t3:4, Ракета 3-го уровня
galacticraftplanets:astro_miner, Астрономический шахтёр
galacticraftplanets:thermal_padding:0, Теплоизолирующий шлем
galacticraftplanets:thermal_padding:1, Теплоизолирующая кираса
galacticraftplanets:thermal_padding:2, Теплоизолирующие поножи
galacticraftplanets:thermal_padding:3, Теплоизолирующие ботинки
galacticraftplanets:item_basic_asteroids:0, Титановый слиток
galacticraftplanets:item_basic_asteroids:1, Прочный ракетный двигатель
galacticraftplanets:item_basic_asteroids:2, Прочный ракетный стабилизатор
galacticraftplanets:item_basic_asteroids:3, Железный осколок
galacticraftplanets:item_basic_asteroids:4, Титановый осколок
galacticraftplanets:item_basic_asteroids:5, Сверхпрочная пластина
galacticraftplanets:item_basic_asteroids:6, Сжатый титан
galacticraftplanets:item_basic_asteroids:7, Теплоизолирующая ткань
galacticraftplanets:item_basic_asteroids:8, Лучевое ядро
galacticraftplanets:item_basic_asteroids:9, Титановая пыль
galacticraftplanets:methane_canister_partial:1, Полная канистра метана
galacticraftplanets:canister_partial_lox:1, Полная канистра жидкого кислорода
galacticraftplanets:canister_partial_ln2:1, Полная канистра жидкого азота
galacticraftplanets:atmospheric_valve, Атмосферный клапан
galacticraftplanets:heavy_nose_cone:0, Прочный головной обтекатель
galacticraftplanets:orion_drive, Привод Ориона
galacticraftplanets:titanium_helmet, Титановый шлем
galacticraftplanets:titanium_chestplate, Титановая кираса
galacticraftplanets:titanium_leggings, Титановые поножи
galacticraftplanets:titanium_boots, Титановые ботинки
galacticraftplanets:titanium_axe, Титановый топор
galacticraftplanets:titanium_pickaxe, Титановая кирка
galacticraftplanets:titanium_shovel, Титановая лопата
galacticraftplanets:titanium_hoe, Титановая мотыга
galacticraftplanets:titanium_sword, Титановый меч
galacticraftplanets:strange_seed:0, Странное семя
galacticraftplanets:strange_seed:1, Странное семя
galacticraftplanets:sulphuric_acid, Серная кислота
galacticraftplanets:bucket_sulphuric_acid, Ведро серной кислоты
galacticraftplanets:venus:0, Мягкий Венерианский камень
galacticraftplanets:venus:1, Твердый Венерианский камень
galacticraftplanets:venus:2, Вулканический Венерианский камень
galacticraftplanets:venus:3, Пемза
galacticraftplanets:venus:4, Кирпичи сокровищницы Венеры I
galacticraftplanets:venus:5, Кирпичи сокровищницы Венеры II
galacticraftplanets:venus:6, Алюминивая руда
galacticraftplanets:venus:7, Медная руда
galacticraftplanets:venus:8, Галенитовая руда
galacticraftplanets:venus:9, Кварцевая руда
galacticraftplanets:venus:10, Кремниевая руда
galacticraftplanets:venus:11, Оловянная руда
galacticraftplanets:venus:12, Свинцовый блок
galacticraftplanets:venus:13, Солнечная руда
galacticraftplanets:spout, Серный гейзер
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Сундук с сокровищами 3-го уровня
galacticraftplanets:web_torch:0, Свисающая паутина
galacticraftplanets:web_torch:1, Свисающая паутина
galacticraftplanets:geothermal_generator, Геотермальный генератор
galacticraftplanets:crashed_probe, Разбившийся зонд
galacticraftplanets:venus_rock_scorched, Обожжённый Венерианский камень
galacticraftplanets:solar_array_module, Модуль солнечной батареи
galacticraftplanets:solar_array_controller, Контроллер солнечной батареи
galacticraftplanets:laser_turret, Лазерная турель
galacticraftplanets:thermal_padding_t2:0, Теплоустойчивый шлем
galacticraftplanets:thermal_padding_t2:1, Теплоустойчивая кираса
galacticraftplanets:thermal_padding_t2:2, Теплоустойчивые поножи
galacticraftplanets:thermal_padding_t2:3, Теплоустойчивые ботинки
galacticraftplanets:basic_item_venus:0, Контроллер щита
galacticraftplanets:basic_item_venus:1, Свинцовый слиток
galacticraftplanets:basic_item_venus:2, Радиоизотопное ядро
galacticraftplanets:basic_item_venus:3, Теплоустойчивая ткань
galacticraftplanets:basic_item_venus:4, Солнечная пыль
galacticraftplanets:basic_item_venus:5, Панель солнечной батареи
galacticraftplanets:basic_item_venus:6, Полупроводниковая пластина солнечной батареи
galacticraftplanets:volcanic_pickaxe, Вулканическая кирка
galacticraftplanets:key_t3:0, Ключ от подземелья 3-го уровня
galacticraftplanets:atomic_battery, Атомная батарея
galacticraftcore:unlit_torch_stone, Каменный факел
galacticraftcore:unlit_torch_stone_lit, Каменный факел
blankplanet:teleport, Black Hole Teleporter
coralreef:coral:0, Оранжевый коралл
coralreef:coral:1, Пурпурный коралл
coralreef:coral:2, Розовый коралл
coralreef:coral:3, Бирюзовый коралл
coralreef:coral:4, Зелёный коралл
coralreef:coral:5, Серый коралл
coralreef:reef:0, Коралловый риф
coralreef:reef:1, Высохший коралловый риф
energyconverters:energy_bridge, Энергомост
energyconverters:energy_producer_fe, Производитель энергии FE
energyconverters:energy_consumer_fe, Потребитель энергии FE
energyconverters:energy_producer_eu:0, Производитель энергии низкого напряжения (IC2)
energyconverters:energy_producer_eu:1, Производитель энергии среднего напряжения (IC2)
energyconverters:energy_producer_eu:2, Производитель энергии высокого напряжения (IC2)
energyconverters:energy_producer_eu:3, Производитель энергии сверхвысокого напряжения (IC2)
energyconverters:energy_producer_eu:4, Производитель энергии ультравысокого напряжения (IC2)
energyconverters:energy_consumer_eu:0, Потребитель энергии низкого напряжения (IC2)
energyconverters:energy_consumer_eu:1, Потребитель энергии среднего напряжения (IC2)
energyconverters:energy_consumer_eu:2, Потребитель энергии высокого напряжения (IC2)
energyconverters:energy_consumer_eu:3, Потребитель энергии сверхвысокого напряжения EV (IC2)
energyconverters:energy_consumer_eu:4, Потребитель энергии ультравысокого напряжения IV (IC2)
energyconverters:energy_producer_rf, Производитель энергии RF
energyconverters:energy_consumer_rf, Потребитель энергии RF
extendedcrafting:storage:0, Блок чёрного железа
extendedcrafting:storage:1, Блок люминесценции
extendedcrafting:storage:2, Блок звезд из Незера
extendedcrafting:storage:3, Блок кристалтина
extendedcrafting:storage:4, Блок максимальных слитков
extendedcrafting:storage:5, Блок эндер-слитков
extendedcrafting:storage:6, Блок Эндер-звёзд
extendedcrafting:storage:7, Блок усиленных эндер-слитков
extendedcrafting:frame, Корпус из чёрного железа
extendedcrafting:lamp:0, Фонарь из чёрного железа
extendedcrafting:lamp:1, Фонарь из чёрного железа
extendedcrafting:trimmed:0, Блок чёрного железа
extendedcrafting:trimmed:1, Блок чёрного железа
extendedcrafting:trimmed:2, Блок чёрного железа
extendedcrafting:trimmed:3, Блок чёрного железа
extendedcrafting:trimmed:4, Блок чёрного железа
extendedcrafting:trimmed:5, Блок чёрного железа
extendedcrafting:crafting_table, Верстак
extendedcrafting:pedestal, Пьедестал
extendedcrafting:crafting_core, Ядро создания
extendedcrafting:interface, Автоматический интерфейс
extendedcrafting:table_basic, Базовый верстак
extendedcrafting:table_advanced, Продвинутый верстак
extendedcrafting:table_elite, Элитный верстак
extendedcrafting:table_ultimate, Максимальный верстак
extendedcrafting:compressor, Квантовый компрессор
extendedcrafting:ender_alternator, Эндер-альтернатор
extendedcrafting:ender_crafter, Эндер-верстак
extendedcrafting:guide, Руководство по Extended Crafting
extendedcrafting:material:0, Слиток чёрного железа
extendedcrafting:material:1, Кусочек чёрного железа
extendedcrafting:material:2, Плита из чёрного железа
extendedcrafting:material:3, Стержень из чёрного железа
extendedcrafting:material:7, Люминесценция
extendedcrafting:material:8, Базовый катализатор
extendedcrafting:material:9, Провинутый катализатор
extendedcrafting:material:10, Элитный катализатор
extendedcrafting:material:11, Максимальный катализатор
extendedcrafting:material:12, Кристалтиновый катализатор
extendedcrafting:material:13, Максимальный катализатор
extendedcrafting:material:14, Базовый компонент
extendedcrafting:material:15, Продвинутый компонент
extendedcrafting:material:16, Элитный компонент
extendedcrafting:material:17, Максимальный компонент
extendedcrafting:material:18, Кристалтиновый компонент
extendedcrafting:material:19, Максимальный компонент
extendedcrafting:material:24, Кристалтиновый слиток
extendedcrafting:material:25, Кусочек кристалтина
extendedcrafting:material:32, Максимальный слиток
extendedcrafting:material:33, Кусочек максимального слитка
extendedcrafting:material:36, Эндер-слиток
extendedcrafting:material:37, Кусочек эндера
extendedcrafting:material:40, Эндер-звезда
extendedcrafting:material:41, Кусочек эндер-звезды
extendedcrafting:material:48, Усиленный эндер-слиток
extendedcrafting:material:49, Кусочек усиленного эндер-слитка
extendedcrafting:material:128, Кусочек алмаза
extendedcrafting:material:129, Кусочек изумруда
extendedcrafting:material:140, Кусочек звезды из Незера
extendedcrafting:handheld_table, Ручной верстак
extendedcrafting:recipe_maker:0, Создатель рецептов
extendedcrafting:singularity:0, Coal Сингулярность
extendedcrafting:singularity:1, Iron Сингулярность
extendedcrafting:singularity:2, Lapis Lazuli Сингулярность
extendedcrafting:singularity:3, Redstone Сингулярность
extendedcrafting:singularity:4, Glowstone Сингулярность
extendedcrafting:singularity:5, Gold Сингулярность
extendedcrafting:singularity:6, Diamond Сингулярность
extendedcrafting:singularity:7, Emerald Сингулярность
extendedcrafting:singularity:16, Aluminum Сингулярность
extendedcrafting:singularity:17, Copper Сингулярность
extendedcrafting:singularity:18, Tin Сингулярность
extendedcrafting:singularity:19, Bronze Сингулярность
extendedcrafting:singularity:20, Zinc Сингулярность
extendedcrafting:singularity:21, Brass Сингулярность
extendedcrafting:singularity:22, Silver Сингулярность
extendedcrafting:singularity:23, Lead Сингулярность
extendedcrafting:singularity:24, Steel Сингулярность
extendedcrafting:singularity:25, Nickel Сингулярность
extendedcrafting:singularity:26, Constantan Сингулярность
extendedcrafting:singularity:27, Electrum Сингулярность
extendedcrafting:singularity:28, Invar Сингулярность
extendedcrafting:singularity:29, Mithril Сингулярность
extendedcrafting:singularity:30, Tungsten Сингулярность
extendedcrafting:singularity:31, Titanium Сингулярность
extendedcrafting:singularity:32, Uranium Сингулярность
extendedcrafting:singularity:33, Chrome Сингулярность
extendedcrafting:singularity:34, Platinum Сингулярность
extendedcrafting:singularity:35, Iridium Сингулярность
extendedcrafting:singularity:48, Signalum Сингулярность
extendedcrafting:singularity:49, Lumium Сингулярность
extendedcrafting:singularity:50, Enderium Сингулярность
extendedcrafting:singularity:64, Ardite Сингулярность
extendedcrafting:singularity:65, Cobalt Сингулярность
extendedcrafting:singularity:66, Manyullyn Сингулярность
extendedcrafting:singularity_ultimate, Максимальная сингулярность
extraplanets:mercury:0, Поверхность Меркурия
extraplanets:mercury:1, Подповерхностный грунт Меркурия
extraplanets:mercury:2, Камень Меркурия
extraplanets:mercury:3, Железная руда Меркурия
extraplanets:mercury:4, Оловянная руда Меркурия
extraplanets:mercury:5, Медная руда Меркурия
extraplanets:mercury:6, Ртутная руда Меркурия
extraplanets:mercury:7, Ртутный блок
extraplanets:mercury:8, Каменные кирпичи Меркурия
extraplanets:mercury:9, Кирпич сокровищницы Меркурия
extraplanets:mercury:10, Углеродная руда Меркурия
extraplanets:mercury:11, Углеродный блок
extraplanets:mercury_gravel, Гравий Меркурия
extraplanets:mercury_spawner, tile.boss_spawner_mercury.name
extraplanets:treasure_chest_t4, Сундук с сокровищами 4-го уровня
extraplanets:ceres:0, Поверхность Цереры
extraplanets:ceres:1, Подповерхностный грунт Цереры
extraplanets:ceres:2, Камень Цереры
extraplanets:ceres:3, Железная руда Цереры
extraplanets:ceres:4, Оловянная руда Цереры
extraplanets:ceres:5, Медная руда Цереры
extraplanets:ceres:6, Урановая руда Цереры
extraplanets:ceres:7, Урановый блок
extraplanets:ceres:8, Кирпич сокровищницы Цереры
extraplanets:ceres_gravel, Гравий Цереры
extraplanets:jupiter:0, Поверхность Юпитера
extraplanets:jupiter:1, Подповерхностный грунт Юпитера
extraplanets:jupiter:2, Камень Юпитера
extraplanets:jupiter:3, Железная руда Юпитера
extraplanets:jupiter:4, Оловянная руда Юпитера
extraplanets:jupiter:5, Медная руда Юпитера
extraplanets:jupiter:6, Палладиевая руда Юпитера
extraplanets:jupiter:7, Никелевая руда Юпитера
extraplanets:jupiter:8, Палладиевый блок
extraplanets:jupiter:9, Каменные кирпичи Юпитера
extraplanets:jupiter:10, Кирпич сокровищницы Юпитера
extraplanets:jupiter:11, Руда красного драгоценного камня Юпитера
extraplanets:jupiter:12, Блок красного драгоценного камня
extraplanets:jupiter:13, Никелевый блок
extraplanets:jupiter_gravel, Гравий Юпитера
extraplanets:jupiter_spawner, tile.boss_spawner_jupiter.name
extraplanets:treasure_chest_t5, Сундук с сокровищами 5-го уровня
extraplanets:volcanic_rock, Вулканические породы
extraplanets:ash_rock, Блок пепла
extraplanets:orange_sand, Оранжевый песок
extraplanets:orange_sandstone, Оранжевый песчаник
extraplanets:saturn:0, Поверхность Сатурна
extraplanets:saturn:1, Подповерхностный грунт Сатурна
extraplanets:saturn:2, Камень Сатурна
extraplanets:saturn:3, Железная руда Сатурна
extraplanets:saturn:4, Оловянная руда Сатурна
extraplanets:saturn:5, Медная руда Сатурна
extraplanets:saturn:6, Магниевая руда Сатурна
extraplanets:saturn:7, Магниевый блок
extraplanets:saturn:8, Каменные кирпичи Сатурна
extraplanets:saturn:9, Кирпич сокровищницы Сатурна
extraplanets:saturn:10, Сломанный зараженный камень Сатурна
extraplanets:saturn:11, Зараженный камень Сатурна
extraplanets:saturn:12, Слизневая руда Сатурна
extraplanets:saturn_gravel, Гравий Сатурна
extraplanets:saturn_spawner, tile.boss_spawner_saturn.name
extraplanets:treasure_chest_t6, Сундук с сокровищами 6-го уровня
extraplanets:uranus:0, Поверхность Урана
extraplanets:uranus:1, Подповерхностный грунт Урана
extraplanets:uranus:2, Камень Урана
extraplanets:uranus:3, Кристальная руда Урана
extraplanets:uranus:4, Кристальный блок
extraplanets:uranus:5, Каменные кирпичи Урана
extraplanets:uranus:6, Кирпич сокровищницы Урана
extraplanets:uranus:7, Руда белого драгоценного камня Урана
extraplanets:uranus:8, Блок белого драгоценного камня Урана
